date,year,month,day,weekday,quarter,revenue,cost,operating_profit,net_profit,active_users,orders,avg_order_value,conversion_rate,satisfaction_score,churn_rate,new_signups,repeat_purchase_rate,marketing_cost,roi,domestic_ratio,overseas_ratio,online_ratio,offline_ratio
2023-10-27,2023,10,27,Friday,Q4,16426,9881,6545,4861,681,219,75.0,3.83,85.5,2.97,38,44.3,806,812.0,59.6,40.4,51.2,48.8
2023-10-28,2023,10,28,Saturday,Q4,10332,7065,3267,2295,612,137,75.0,3.54,81.4,3.68,27,46.6,723,451.9,72.0,28.0,45.0,55.0
2023-10-29,2023,10,29,Sunday,Q4,10630,7291,3339,2372,629,141,75.0,4.67,77.5,4.72,42,37.4,938,356.0,69.8,30.2,50.6,49.4
2023-10-30,2023,10,30,Monday,Q4,13499,8702,4797,3982,558,179,75.0,2.37,76.6,5.51,34,38.6,1139,421.2,56.0,44.0,52.3,47.7
2023-10-31,2023,10,31,Tuesday,Q4,14766,8879,5887,4288,610,196,75.0,4.58,84.3,5.07,28,42.7,1212,485.7,59.1,40.9,53.5,46.5
2023-11-01,2023,11,1,Wednesday,Q4,12546,7680,4866,3596,674,216,58.0,3.09,82.4,6.01,21,40.3,968,502.7,65.8,34.2,53.5,46.5
2023-11-02,2023,11,2,Thursday,Q4,11637,7956,3681,3117,624,200,58.0,2.55,77.5,5.8,28,38.5,778,473.1,73.8,26.2,45.1,54.9
2023-11-03,2023,11,3,Friday,Q4,12759,8059,4700,3963,684,219,58.0,2.44,79.0,5.99,23,41.4,1123,418.5,58.3,41.7,46.9,53.1
2023-11-04,2023,11,4,Saturday,Q4,7660,5303,2357,1799,586,131,58.0,2.94,78.6,5.77,17,43.6,730,322.9,65.5,34.5,48.7,51.3
2023-11-05,2023,11,5,Sunday,Q4,7701,4980,2721,2156,589,131,59.0,3.41,83.9,4.06,46,45.2,734,370.7,63.7,36.3,53.9,46.1
2023-11-06,2023,11,6,Monday,Q4,11286,7461,3825,3227,603,193,58.0,3.15,79.7,3.64,19,44.8,732,522.5,55.2,44.8,52.0,48.0
2023-11-07,2023,11,7,Tuesday,Q4,10304,6736,3568,2706,550,175,59.0,3.09,79.5,0.88,25,44.0,927,384.9,72.1,27.9,49.9,50.1
2023-11-08,2023,11,8,Wednesday,Q4,12294,7571,4723,3694,656,209,59.0,2.44,80.9,3.52,14,39.0,933,506.2,74.8,25.2,53.3,46.7
2023-11-09,2023,11,9,Thursday,Q4,11364,7943,3421,2529,606,193,59.0,4.13,77.3,4.49,30,41.8,1181,289.7,72.7,27.3,48.5,51.5
2023-11-10,2023,11,10,Friday,Q4,13465,9099,4366,3316,717,228,59.0,3.05,76.6,0.5,44,39.7,1192,366.3,64.5,35.5,50.7,49.3
2023-11-11,2023,11,11,Saturday,Q4,9331,6294,3037,2537,710,158,59.0,4.39,80.8,0.5,24,46.4,807,376.3,71.0,29.0,47.2,52.8
2023-11-12,2023,11,12,Sunday,Q4,8525,5345,3180,2624,648,144,59.0,4.01,77.8,3.0,42,45.9,665,478.2,74.4,25.6,52.0,48.0
2023-11-13,2023,11,13,Monday,Q4,13016,8979,4037,3345,691,219,59.0,2.39,84.4,4.73,31,46.1,1117,361.4,63.4,36.6,50.8,49.2
2023-11-14,2023,11,14,Tuesday,Q4,11261,7512,3749,3046,597,189,60.0,2.32,77.1,1.63,24,38.2,909,412.4,70.9,29.1,47.7,52.3
2023-11-15,2023,11,15,Wednesday,Q4,12311,7923,4388,3643,653,207,59.0,4.13,79.4,1.53,42,41.5,955,459.5,59.1,40.9,51.5,48.5
2023-11-16,2023,11,16,Thursday,Q4,13320,9063,4257,3582,705,223,60.0,3.67,78.9,1.6,15,43.8,951,447.6,64.5,35.5,48.0,52.0
2023-11-17,2023,11,17,Friday,Q4,12504,7887,4617,3888,661,209,60.0,3.58,82.2,2.42,47,44.1,1107,417.1,64.4,35.6,46.1,53.9
2023-11-18,2023,11,18,Saturday,Q4,8007,5394,2613,1938,604,133,60.0,3.17,77.6,0.5,17,40.3,532,491.2,74.3,25.7,49.8,50.2
2023-11-19,2023,11,19,Sunday,Q4,8503,5422,3081,2604,641,141,60.0,4.24,85.0,5.08,38,46.1,718,429.1,62.6,37.4,46.9,53.1
2023-11-20,2023,11,20,Monday,Q4,11060,6650,4410,3179,583,184,60.0,4.67,78.9,6.49,16,47.0,748,589.6,60.9,39.1,51.7,48.3
2023-11-21,2023,11,21,Tuesday,Q4,10609,7409,3200,2294,559,176,60.0,4.24,78.5,5.13,22,39.5,785,407.6,59.1,40.9,47.1,52.9
2023-11-22,2023,11,22,Wednesday,Q4,12505,7736,4769,4036,658,207,60.0,4.46,76.8,6.16,40,45.1,975,489.1,74.8,25.2,49.2,50.8
2023-11-23,2023,11,23,Thursday,Q4,12481,8712,3769,3079,656,206,61.0,2.96,81.4,2.26,46,44.5,717,525.7,59.5,40.5,52.7,47.3
2023-11-24,2023,11,24,Friday,Q4,11224,7713,3511,2943,589,185,61.0,3.75,78.8,5.75,46,41.5,1065,329.7,66.0,34.0,46.6,53.4
2023-11-25,2023,11,25,Saturday,Q4,10914,7091,3823,2802,629,138,79.0,3.64,83.2,5.6,45,39.2,937,408.0,69.0,31.0,47.4,52.6
2023-11-26,2023,11,26,Sunday,Q4,11962,8171,3791,2775,688,151,79.0,2.3,81.9,2.0,14,42.4,821,461.8,56.6,43.4,47.5,52.5
2023-11-27,2023,11,27,Monday,Q4,14274,9293,4981,3813,574,180,79.0,4.21,84.8,1.81,31,44.8,872,571.2,70.9,29.1,51.9,48.1
2023-11-28,2023,11,28,Tuesday,Q4,16666,10850,5816,4114,669,209,80.0,4.5,81.7,5.49,47,40.7,1144,508.4,61.9,38.1,51.4,48.6
2023-11-29,2023,11,29,Wednesday,Q4,14119,9422,4697,3595,566,177,80.0,4.32,85.6,5.89,41,43.7,989,474.9,62.8,37.2,50.0,50.0
2023-11-30,2023,11,30,Thursday,Q4,16047,10388,5659,4264,643,200,80.0,3.58,84.9,6.36,14,41.7,1139,496.8,70.0,30.0,53.1,46.9
2023-12-01,2023,12,1,Friday,Q4,11743,7831,3912,3053,611,190,62.0,2.78,81.3,6.41,45,40.4,1133,345.3,65.2,34.8,44.6,55.4
2023-12-02,2023,12,2,Saturday,Q4,7840,5061,2779,2290,582,127,62.0,2.41,84.2,5.04,20,45.6,523,531.4,56.6,43.4,52.3,47.7
2023-12-03,2023,12,3,Sunday,Q4,10034,6875,3159,2514,744,162,62.0,3.15,83.4,3.97,49,43.7,966,327.0,58.0,42.0,52.7,47.3
2023-12-04,2023,12,4,Monday,Q4,12287,7771,4516,3769,637,198,62.0,3.55,84.5,4.96,42,40.3,919,491.4,73.6,26.4,53.6,46.4
2023-12-05,2023,12,5,Tuesday,Q4,14357,9549,4808,4012,743,230,62.0,2.18,79.0,0.59,32,39.5,1405,342.2,59.7,40.3,48.6,51.4
2023-12-06,2023,12,6,Wednesday,Q4,13330,9119,4211,2983,689,213,63.0,2.06,80.0,4.68,23,45.1,1357,310.3,62.9,37.1,53.8,46.2
2023-12-07,2023,12,7,Thursday,Q4,14730,9627,5103,3930,761,235,63.0,3.21,83.1,2.04,55,45.4,1268,402.4,65.8,34.2,51.5,48.5
2023-12-08,2023,12,8,Friday,Q4,11629,7378,4251,3121,600,185,63.0,4.13,86.3,2.95,24,40.5,705,603.0,74.2,25.8,46.7,53.3
2023-12-09,2023,12,9,Saturday,Q4,8815,5570,3245,2559,648,140,63.0,3.9,79.2,6.05,34,44.7,471,689.0,66.6,33.4,50.1,49.9
2023-12-10,2023,12,10,Sunday,Q4,8023,4950,3073,2238,589,127,63.0,2.98,78.8,4.88,38,46.1,423,726.5,60.4,39.6,47.2,52.8
2023-12-11,2023,12,11,Monday,Q4,12429,7869,4560,3672,638,196,63.0,4.49,86.4,4.99,28,43.7,664,686.7,62.7,37.3,49.3,50.7
2023-12-12,2023,12,12,Tuesday,Q4,15149,10055,5094,4105,777,239,63.0,3.92,82.8,1.97,54,40.6,1214,419.6,69.4,30.6,45.0,55.0
2023-12-13,2023,12,13,Wednesday,Q4,13723,8716,5007,3630,703,216,64.0,3.91,82.3,3.32,54,47.3,1299,385.5,59.2,40.8,49.3,50.7
2023-12-14,2023,12,14,Thursday,Q4,12860,7992,4868,4078,658,202,64.0,2.04,78.0,2.87,17,44.6,694,701.4,65.9,34.1,52.1,47.9
2023-12-15,2023,12,15,Friday,Q4,14947,10028,4919,3498,764,234,64.0,3.82,83.3,2.5,17,44.9,1097,448.4,55.6,44.4,46.6,53.4
2023-12-16,2023,12,16,Saturday,Q4,9310,5860,3450,2872,679,145,64.0,2.37,77.3,2.05,53,43.5,589,585.7,68.7,31.3,46.6,53.4
2023-12-17,2023,12,17,Sunday,Q4,9486,6189,3297,2549,691,147,65.0,2.25,84.6,4.66,22,42.9,760,433.8,74.8,25.2,49.9,50.1
2023-12-18,2023,12,18,Monday,Q4,13005,8042,4963,3856,662,202,64.0,2.15,84.9,5.48,33,41.4,876,566.6,57.4,42.6,45.0,55.0
2023-12-19,2023,12,19,Tuesday,Q4,13385,8541,4844,3962,680,207,65.0,4.64,82.3,5.35,21,44.5,869,557.4,65.3,34.7,52.5,47.5
2023-12-20,2023,12,20,Wednesday,Q4,13561,9337,4224,3123,688,209,65.0,2.87,84.0,2.63,51,42.1,1268,333.1,70.6,29.4,47.1,52.9
2023-12-21,2023,12,21,Thursday,Q4,12474,7844,4630,3468,632,192,65.0,4.24,78.3,2.38,41,44.7,1168,396.4,71.9,28.1,49.2,50.8
2023-12-22,2023,12,22,Friday,Q4,12050,8042,4008,3165,610,185,65.0,2.6,85.1,4.33,32,45.1,1140,351.6,71.2,28.8,52.6,47.4
2023-12-23,2023,12,23,Saturday,Q4,10371,6367,4004,3316,749,159,65.0,4.93,79.7,4.78,16,47.9,651,615.1,61.9,38.1,49.6,50.4
2023-12-24,2023,12,24,Sunday,Q4,8902,6085,2817,2093,642,136,65.0,2.71,86.4,3.06,43,40.3,561,502.1,64.2,35.8,51.4,48.6
2023-12-25,2023,12,25,Monday,Q4,20078,13269,6809,5026,779,235,85.0,3.39,80.2,4.6,40,40.5,1547,440.1,68.1,31.9,54.1,45.9
2023-12-26,2023,12,26,Tuesday,Q4,18556,12282,6274,4611,719,217,86.0,2.1,81.4,1.58,40,41.4,1242,505.2,70.6,29.4,49.7,50.3
2023-12-27,2023,12,27,Wednesday,Q4,16869,10830,6039,5006,653,197,86.0,4.92,78.8,5.38,43,45.7,1479,408.3,61.3,38.7,52.5,47.5
2023-12-28,2023,12,28,Thursday,Q4,18480,11594,6886,5409,714,215,86.0,3.71,85.9,1.88,51,45.7,1014,679.1,65.8,34.2,52.7,47.3
2023-12-29,2023,12,29,Friday,Q4,19866,13535,6331,4799,767,231,86.0,3.33,76.9,0.5,34,39.5,1425,444.3,64.9,35.1,47.9,52.1
2023-12-30,2023,12,30,Saturday,Q4,14104,9493,4611,3637,776,163,87.0,4.4,83.7,2.04,36,48.2,1359,339.3,70.3,29.7,54.6,45.4
2023-12-31,2023,12,31,Sunday,Q4,14029,9328,4701,3787,771,162,87.0,3.77,79.8,5.02,43,38.6,1396,336.7,60.4,39.6,46.8,53.2
2024-01-01,2024,1,1,Monday,Q1,14708,9596,5112,3923,735,220,67.0,3.17,83.4,1.52,22,38.7,962,531.4,63.2,36.8,54.5,45.5
2024-01-02,2024,1,2,Tuesday,Q1,14395,9066,5329,4323,718,215,67.0,3.75,84.9,0.69,54,39.1,868,613.9,74.9,25.1,51.4,48.6
2024-01-03,2024,1,3,Wednesday,Q1,14105,9169,4936,4013,703,210,67.0,2.3,78.6,4.69,46,41.5,1086,454.5,68.6,31.4,51.4,48.6
2024-01-04,2024,1,4,Thursday,Q1,15469,9366,6103,4370,770,230,67.0,3.06,78.6,3.16,48,46.4,800,762.9,71.4,28.6,50.7,49.3
2024-01-05,2024,1,5,Friday,Q1,16155,11119,5036,3936,803,239,68.0,4.86,82.1,0.5,29,44.8,1129,446.1,65.5,34.5,50.9,49.1
2024-01-06,2024,1,6,Saturday,Q1,9658,6039,3619,3061,685,143,68.0,3.2,84.9,6.47,32,43.8,842,429.8,69.5,30.5,47.6,52.4
2024-01-07,2024,1,7,Sunday,Q1,8559,5763,2796,2195,606,126,68.0,2.35,83.8,1.43,38,42.1,819,341.4,55.5,44.5,45.8,54.2
2024-01-08,2024,1,8,Monday,Q1,13063,7937,5126,3705,647,192,68.0,2.44,78.5,2.42,17,45.0,745,688.1,69.2,30.8,50.0,50.0
2024-01-09,2024,1,9,Tuesday,Q1,14991,9587,5404,4076,742,220,68.0,4.25,85.9,1.82,41,38.9,1134,476.5,59.3,40.7,49.9,50.1
2024-01-10,2024,1,10,Wednesday,Q1,14467,9853,4614,3397,715,212,68.0,4.7,77.9,5.94,20,42.0,1251,368.8,72.8,27.2,52.7,47.3
2024-01-11,2024,1,11,Thursday,Q1,13052,8437,4615,3700,644,190,69.0,3.84,86.5,6.24,32,42.9,1021,452.0,73.5,26.5,52.1,47.9
2024-01-12,2024,1,12,Friday,Q1,15915,9898,6017,5022,784,232,69.0,4.84,85.9,6.18,49,39.7,1016,592.2,62.8,37.2,53.1,46.9
2024-01-13,2024,1,13,Saturday,Q1,9650,6136,3514,2739,679,140,69.0,2.69,78.7,0.59,36,45.2,777,452.3,61.3,38.7,45.8,54.2
2024-01-14,2024,1,14,Sunday,Q1,10852,7196,3656,2997,762,157,69.0,4.72,82.3,3.02,48,42.6,886,412.6,72.1,27.9,52.5,47.5
2024-01-15,2024,1,15,Monday,Q1,16374,10348,6026,4810,804,237,69.0,3.08,78.6,6.26,46,40.8,1392,432.9,71.1,28.9,49.4,50.6
2024-01-16,2024,1,16,Tuesday,Q1,16400,10460,5940,4843,804,236,69.0,4.56,82.1,6.39,50,45.8,1228,483.7,61.5,38.5,53.2,46.8
2024-01-17,2024,1,17,Wednesday,Q1,14459,9999,4460,3553,708,208,70.0,4.29,79.5,5.59,18,44.7,1224,364.4,62.9,37.1,51.9,48.1
2024-01-18,2024,1,18,Thursday,Q1,16883,10421,6462,4685,826,242,70.0,3.61,78.2,6.59,52,42.6,1505,429.4,68.4,31.6,53.1,46.9
2024-01-19,2024,1,19,Friday,Q1,16692,10440,6252,5093,816,239,70.0,2.55,80.9,0.5,56,43.2,1209,517.1,65.8,34.2,47.4,52.6
2024-01-20,2024,1,20,Saturday,Q1,9875,6372,3503,2595,689,141,70.0,4.79,81.3,4.17,26,48.0,611,573.3,65.4,34.6,46.2,53.8
2024-01-21,2024,1,21,Sunday,Q1,11411,7833,3578,2703,795,162,70.0,2.33,77.0,6.08,51,43.9,794,450.6,55.0,45.0,49.5,50.5
2024-01-22,2024,1,22,Monday,Q1,12837,7945,4892,3578,625,182,71.0,3.05,79.9,6.12,14,43.2,1157,422.8,71.9,28.1,46.2,53.8
2024-01-23,2024,1,23,Tuesday,Q1,16056,9929,6127,4714,781,228,70.0,2.79,86.1,0.5,45,40.6,1463,418.8,65.9,34.1,51.1,48.9
2024-01-24,2024,1,24,Wednesday,Q1,16350,10979,5371,4185,795,231,71.0,4.81,84.1,0.5,19,42.1,1591,337.6,56.2,43.8,50.2,49.8
2024-01-25,2024,1,25,Thursday,Q1,18749,12900,5849,4311,700,204,92.0,3.85,79.7,0.5,33,47.9,1156,506.0,72.5,27.5,52.6,47.4
2024-01-26,2024,1,26,Friday,Q1,17695,12331,5364,3767,660,192,92.0,2.86,85.9,3.56,46,43.7,1258,426.4,74.2,25.8,51.7,48.3
2024-01-27,2024,1,27,Saturday,Q1,13441,9228,4213,3359,716,145,93.0,4.58,84.6,4.19,42,43.3,1278,329.7,72.2,27.8,54.6,45.4
2024-01-28,2024,1,28,Sunday,Q1,13051,7970,5081,3926,694,141,93.0,4.57,82.6,0.58,41,46.6,817,621.9,58.9,41.1,54.1,45.9
2024-01-29,2024,1,29,Monday,Q1,18826,12068,6758,4808,700,203,93.0,2.23,86.7,2.01,39,41.8,1235,547.2,73.0,27.0,49.5,50.5
2024-01-30,2024,1,30,Tuesday,Q1,20508,13281,7227,5189,762,220,93.0,2.79,81.3,1.41,45,41.4,1970,366.9,63.5,36.5,50.5,49.5
2024-01-31,2024,1,31,Wednesday,Q1,22598,15375,7223,5223,839,242,93.0,2.2,84.2,1.19,55,48.0,1953,369.8,60.1,39.9,52.4,47.6
2024-02-01,2024,2,1,Thursday,Q1,15759,10869,4890,3741,760,219,72.0,2.49,77.0,6.6,53,44.8,1072,456.2,74.5,25.5,51.1,48.9
2024-02-02,2024,2,2,Friday,Q1,16692,11502,5190,4053,804,232,72.0,4.09,79.1,5.17,49,42.9,1262,411.3,55.2,44.8,53.6,46.4
2024-02-03,2024,2,3,Saturday,Q1,12328,7988,4340,3115,847,171,72.0,2.55,81.2,1.89,66,41.4,1095,396.3,61.5,38.5,54.5,45.5
2024-02-04,2024,2,4,Sunday,Q1,11497,7692,3805,3154,789,159,72.0,4.66,85.3,0.5,51,47.1,1123,338.8,59.3,40.7,53.0,47.0
2024-02-05,2024,2,5,Monday,Q1,16448,10459,5989,4983,790,227,72.0,3.45,79.2,1.87,38,39.6,1424,420.6,63.6,36.4,50.5,49.5
2024-02-06,2024,2,6,Tuesday,Q1,15362,9849,5513,4356,737,211,73.0,3.01,86.9,0.5,23,43.8,813,678.1,62.2,37.8,52.3,47.7
2024-02-07,2024,2,7,Wednesday,Q1,16901,10483,6418,5081,810,232,73.0,3.95,83.2,1.35,60,41.3,950,675.6,68.3,31.7,53.4,46.6
2024-02-08,2024,2,8,Thursday,Q1,16371,11162,5209,4067,784,225,73.0,4.8,85.0,0.65,32,46.6,1611,323.3,63.3,36.7,46.6,53.4
2024-02-09,2024,2,9,Friday,Q1,14342,9086,5256,4411,686,196,73.0,4.99,79.5,0.5,43,48.2,924,568.8,55.6,44.4,50.2,49.8
2024-02-10,2024,2,10,Saturday,Q1,12262,8307,3955,2824,837,167,73.0,3.23,83.1,1.75,30,39.3,665,594.7,72.4,27.6,55.3,44.7
2024-02-11,2024,2,11,Sunday,Q1,11218,7468,3750,2849,765,153,73.0,2.23,85.4,5.99,34,46.9,656,571.6,63.0,37.0,54.5,45.5
2024-02-12,2024,2,12,Monday,Q1,17708,12384,5324,4242,845,241,73.0,2.91,83.6,4.23,30,40.1,1007,528.7,61.3,38.7,49.3,50.7
2024-02-13,2024,2,13,Tuesday,Q1,16476,10820,5656,4368,785,224,74.0,4.54,82.9,4.48,44,41.1,1374,411.6,56.2,43.8,49.9,50.1
2024-02-14,2024,2,14,Wednesday,Q1,13654,8840,4814,3607,650,185,74.0,2.55,84.7,2.71,19,46.4,726,663.1,60.9,39.1,54.9,45.1
2024-02-15,2024,2,15,Thursday,Q1,16422,9960,6462,4660,782,222,74.0,5.14,80.7,6.22,19,41.8,920,702.4,58.7,41.3,52.4,47.6
2024-02-16,2024,2,16,Friday,Q1,14772,9746,5026,4218,703,200,74.0,3.06,83.9,0.5,55,47.2,930,540.4,59.1,40.9,46.9,53.1
2024-02-17,2024,2,17,Saturday,Q1,11887,7749,4138,3307,807,160,74.0,3.62,79.4,1.21,61,44.7,682,606.7,60.5,39.5,48.2,51.8
2024-02-18,2024,2,18,Sunday,Q1,12578,8604,3974,2833,853,169,74.0,2.63,83.7,0.78,32,48.4,706,562.9,60.7,39.3,52.0,48.0
2024-02-19,2024,2,19,Monday,Q1,17641,10836,6805,5512,837,237,74.0,3.12,84.1,1.33,51,42.1,1352,503.3,67.9,32.1,54.1,45.9
2024-02-20,2024,2,20,Tuesday,Q1,17327,11406,5921,4851,822,233,74.0,3.95,80.1,4.41,21,48.2,1610,367.8,57.0,43.0,45.9,54.1
2024-02-21,2024,2,21,Wednesday,Q1,15923,10160,5763,4453,755,214,74.0,4.05,85.9,1.79,53,39.3,1252,460.3,73.1,26.9,55.1,44.9
2024-02-22,2024,2,22,Thursday,Q1,16161,10311,5850,4477,765,217,74.0,3.05,85.9,3.25,27,48.0,996,587.3,70.2,29.8,49.6,50.4
2024-02-23,2024,2,23,Friday,Q1,15172,10125,5047,3738,718,203,75.0,2.82,77.8,0.5,43,41.8,1202,419.9,58.3,41.7,49.2,50.8
2024-02-24,2024,2,24,Saturday,Q1,12334,7677,4657,3842,833,165,75.0,4.62,80.5,0.5,31,47.7,884,526.8,66.2,33.8,54.8,45.2
2024-02-25,2024,2,25,Sunday,Q1,12427,7463,4964,3654,645,127,98.0,4.26,83.3,4.27,40,39.7,623,796.8,71.1,28.9,49.6,50.4
2024-02-26,2024,2,26,Monday,Q1,22929,15170,7759,6069,833,235,98.0,3.39,84.1,2.71,17,41.6,1902,407.9,74.2,25.8,46.5,53.5
2024-02-27,2024,2,27,Tuesday,Q1,22727,14093,8634,6646,825,233,98.0,2.71,77.7,0.59,25,41.0,1746,494.5,56.3,43.7,54.7,45.3
2024-02-28,2024,2,28,Wednesday,Q1,21334,14753,6581,4686,774,218,98.0,2.78,87.0,6.12,34,43.8,1286,511.7,72.3,27.7,45.9,54.1
2024-02-29,2024,2,29,Thursday,Q1,19444,12238,7206,5547,705,198,98.0,3.37,77.8,5.53,41,46.3,1822,395.5,64.2,35.8,55.8,44.2
2024-03-01,2024,3,1,Friday,Q1,14242,9805,4437,3249,671,189,75.0,2.54,77.9,1.55,27,40.2,1090,407.1,58.8,41.2,53.3,46.7
2024-03-02,2024,3,2,Saturday,Q1,12363,8163,4200,3493,832,164,75.0,2.48,79.0,2.64,44,47.0,1109,378.7,74.2,25.8,48.8,51.2
2024-03-03,2024,3,3,Sunday,Q1,12779,8782,3997,3178,859,169,76.0,3.27,79.3,5.36,51,39.5,953,419.4,55.9,44.1,49.6,50.4
2024-03-04,2024,3,4,Monday,Q1,17553,11880,5673,4234,826,232,76.0,4.81,85.6,3.95,48,48.3,1775,319.6,74.9,25.1,51.3,48.7
2024-03-05,2024,3,5,Tuesday,Q1,15714,9633,6081,4302,739,207,76.0,4.17,80.0,2.4,29,43.8,1173,518.4,65.7,34.3,53.3,46.7
2024-03-06,2024,3,6,Wednesday,Q1,16468,10120,6348,5037,774,217,76.0,4.44,85.8,3.7,22,44.4,929,683.3,59.4,40.6,48.9,51.1
2024-03-07,2024,3,7,Thursday,Q1,16501,10545,5956,4900,775,217,76.0,2.61,77.9,1.73,19,40.3,1465,406.6,55.4,44.6,51.5,48.5
2024-03-08,2024,3,8,Friday,Q1,16509,11555,4954,3811,775,217,76.0,3.55,85.9,0.5,49,47.7,1538,322.1,56.7,43.3,48.9,51.1
2024-03-09,2024,3,9,Saturday,Q1,12339,8433,3906,3035,827,162,76.0,4.47,84.1,4.79,23,47.5,684,571.1,56.3,43.7,46.8,53.2
2024-03-10,2024,3,10,Sunday,Q1,12574,7676,4898,4005,843,165,76.0,2.69,83.2,2.78,34,44.5,1115,439.3,60.4,39.6,55.1,44.9
2024-03-11,2024,3,11,Monday,Q1,18046,11382,6664,4734,846,237,76.0,4.56,81.3,0.5,27,45.0,1439,463.1,58.9,41.1,53.3,46.7
2024-03-12,2024,3,12,Tuesday,Q1,16539,10172,6367,4598,775,217,76.0,4.46,86.2,0.5,17,43.3,1200,530.6,69.3,30.7,50.9,49.1
2024-03-13,2024,3,13,Wednesday,Q1,14401,9323,5078,3641,675,189,76.0,5.03,80.8,4.54,52,43.9,1256,404.3,70.4,29.6,55.9,44.1
2024-03-14,2024,3,14,Thursday,Q1,15357,9763,5594,4320,719,201,76.0,5.06,80.2,1.9,16,44.4,929,602.2,72.1,27.9,49.5,50.5
2024-03-15,2024,3,15,Friday,Q1,15184,9618,5566,4105,711,199,76.0,2.19,78.0,6.52,41,39.7,1019,546.2,65.0,35.0,52.7,47.3
2024-03-16,2024,3,16,Saturday,Q1,10561,7330,3231,2295,706,138,77.0,3.88,78.0,0.5,35,48.8,982,329.0,64.9,35.1,49.9,50.1
2024-03-17,2024,3,17,Sunday,Q1,12008,7668,4340,3173,803,157,76.0,2.36,80.5,1.63,45,43.0,939,462.2,64.8,35.2,51.8,48.2
2024-03-18,2024,3,18,Monday,Q1,16072,9858,6214,4855,752,210,77.0,2.98,79.0,0.5,50,44.7,1004,618.9,71.2,28.8,54.5,45.5
2024-03-19,2024,3,19,Tuesday,Q1,16374,11313,5061,4239,766,214,77.0,3.53,82.9,1.15,57,44.5,1237,409.1,73.1,26.9,52.9,47.1
2024-03-20,2024,3,20,Wednesday,Q1,14737,10111,4626,3581,689,192,77.0,4.93,85.7,2.88,31,45.8,1505,307.4,73.9,26.1,50.5,49.5
2024-03-21,2024,3,21,Thursday,Q1,18643,12004,6639,5130,872,243,77.0,2.97,78.7,5.14,51,45.3,1654,401.4,69.7,30.3,47.0,53.0
2024-03-22,2024,3,22,Friday,Q1,15187,10156,5031,4274,710,198,77.0,5.18,86.1,2.08,54,41.2,1168,430.7,72.1,27.9,47.8,52.2
2024-03-23,2024,3,23,Saturday,Q1,12475,8695,3780,2651,833,162,77.0,4.9,79.4,0.5,22,41.4,1023,369.5,72.8,27.2,54.5,45.5
2024-03-24,2024,3,24,Sunday,Q1,13344,9291,4053,3117,891,174,77.0,5.05,80.5,1.1,40,46.7,1237,327.6,68.9,31.1,55.8,44.2
2024-03-25,2024,3,25,Monday,Q1,18638,12614,6024,4697,670,187,100.0,2.27,82.0,3.2,29,44.6,1055,571.0,61.8,38.2,55.8,44.2
2024-03-26,2024,3,26,Tuesday,Q1,18793,12175,6618,5545,675,188,100.0,4.02,83.0,2.1,27,42.3,1354,488.8,58.9,41.1,52.6,47.4
2024-03-27,2024,3,27,Wednesday,Q1,21803,14669,7134,5054,784,218,100.0,2.74,80.8,0.5,53,48.7,1373,519.6,64.6,35.4,49.3,50.7
2024-03-28,2024,3,28,Thursday,Q1,21333,13165,8168,6045,767,214,100.0,4.3,82.4,1.92,41,43.0,1400,583.4,72.4,27.6,46.9,53.1
2024-03-29,2024,3,29,Friday,Q1,22836,13748,9088,7434,821,229,100.0,3.72,82.8,0.5,50,47.7,1807,502.9,57.3,42.7,51.5,48.5
2024-03-30,2024,3,30,Saturday,Q1,13567,8869,4698,3643,696,136,100.0,2.18,83.8,3.23,16,40.9,743,632.3,56.5,43.5,54.8,45.2
2024-03-31,2024,3,31,Sunday,Q1,16767,11252,5515,3906,861,168,100.0,3.61,82.9,2.67,47,41.0,1152,478.7,60.8,39.2,54.6,45.4
2024-04-01,2024,4,1,Monday,Q2,17115,11444,5671,4732,799,223,77.0,5.15,86.9,2.94,23,46.7,1571,361.0,58.3,41.7,54.3,45.7
2024-04-02,2024,4,2,Tuesday,Q2,15002,9320,5682,4732,701,195,77.0,4.07,83.7,1.93,51,44.5,1220,465.7,63.7,36.3,48.3,51.7
2024-04-03,2024,4,3,Wednesday,Q2,18555,12846,5709,4726,867,242,77.0,3.48,81.3,2.37,33,48.6,1726,330.8,66.5,33.5,48.9,51.1
2024-04-04,2024,4,4,Thursday,Q2,15558,9362,6196,4362,727,202,77.0,5.03,84.8,2.39,48,40.4,1290,480.3,61.2,38.8,55.2,44.8
2024-04-05,2024,4,5,Friday,Q2,15779,9905,5874,4696,737,205,77.0,4.71,82.2,0.5,45,47.8,917,640.6,67.6,32.4,46.9,53.1
2024-04-06,2024,4,6,Saturday,Q2,10744,7088,3656,3044,717,140,77.0,3.13,80.8,0.5,41,48.9,853,428.6,66.7,33.3,50.8,49.2
2024-04-07,2024,4,7,Sunday,Q2,13215,9094,4121,3028,882,172,77.0,4.35,83.0,1.46,51,45.1,1303,316.3,61.8,38.2,54.6,45.4
2024-04-08,2024,4,8,Monday,Q2,18311,11425,6886,5264,856,239,77.0,5.14,84.1,5.17,42,48.6,1493,461.2,66.8,33.2,49.6,50.4
2024-04-09,2024,4,9,Tuesday,Q2,17194,11615,5579,4710,804,224,77.0,4.71,85.1,1.99,32,41.9,1573,354.7,69.4,30.6,51.7,48.3
